Year,Company Name,Type of Breach,Records Compromised,Financial Loss,Impact Level,Industry,Human Error Factor,Human Error Factor Code,Mitigation Measures
2013,Google,DDoS Attack,971322,477445.1852,Medium,Technology,Unintentional Info Leak ,1,Regular Security Training
2010,EPA,DDoS Attack,904876,933574.5357,Low,Government,Improper Disposal ,2,Two-factor Authentication
2023,Tenet Healthcare,Password Guessing,512513,1517220.704,High,Healthcare,Insider Threat,3,Regular Audits
2007,Microsoft,Malware,771832,2535394.363,High,Technology,Weak Password Management,5,Access Controls
2005,Kaiser Permanente,Insider Threat,99309,2038249.114,Low,Healthcare,Phishing Attack,4,Regular Security Training
2000,Mayo Clinic,Ransomware,371279,1471648.784,Low,Healthcare,Insider Threat,3,Regular Audits
2005,Apple,Phishing,810984,951440.8589,Medium,Technology,Improper Disposal ,2,Access Controls
2011,Costco,Malware,563156,1997506.033,High,Retail,Phishing Attack,4,Regular Security Training
2008,Bank of America,Password Guessing,603785,1508310.784,High,Finance,Insider Threat,3,Access Controls
2007,PNC Financial,Phishing,638702,978676.4886,Medium,Finance,Improper Disposal ,2,Data Encryption
2023,HP,Insider Threat,966985,579583.6372,High,Technology,Unintentional Info Leak ,1,Access Controls
2015,Cisco,Malware,223864,1043487.758,Medium,Technology,Improper Disposal ,2,Access Controls
2020,Kindred Healthcare,DDoS Attack,99926,1943039.168,Critical,Healthcare,Phishing Attack,4,Regular Audits
2024,Citigroup,Malware,401087,2454305.05,High,Finance,Weak Password Management,5,Regular Security Training
2014,Citigroup,Physical Breach,83156,1962735.793,Critical,Finance,Phishing Attack,4,Access Controls
2012,Cleveland Clinic,Ransomware,114800,2516429.501,High,Healthcare,Weak Password Management,5,Regular Security Training
2015,Target,Ransomware,983170,1107126.944,Low,Retail,Improper Disposal ,2,Access Controls
2003,Target,Malware,760078,971180.307,Medium,Retail,Improper Disposal ,2,Data Encryption
2019,UPMC,Insider Threat,529404,512567.3336,High,Healthcare,Unintentional Info Leak ,1,Access Controls
2012,Cleveland Clinic,Malware,282286,1957114.438,Medium,Healthcare,Phishing Attack,4,Data Encryption
2008,Apple,Password Guessing,809580,2403088.076,High,Technology,Weak Password Management,5,Two-factor Authentication
2018,Tenet Healthcare,Ransomware,733548,2510784.78,Medium,Healthcare,Weak Password Management,5,Regular Audits
2005,Target,Password Guessing,687938,1539554.262,Critical,Retail,Insider Threat,3,Regular Security Training
2020,Johns Hopkins,Physical Breach,939431,513981.2973,High,Healthcare,Unintentional Info Leak ,1,Regular Security Training
2016,PNC Financial,Insider Threat,512876,515988.3271,Critical,Finance,Unintentional Info Leak ,1,Two-factor Authentication
2007,Walmart,Malware,365550,510360.1133,Medium,Retail,Unintentional Info Leak ,1,Regular Audits
2022,Walmart,DDoS Attack,682349,1021022.324,Medium,Retail,Improper Disposal ,2,Regular Audits
2016,Kaiser Permanente,Phishing,995601,1005893.484,Low,Healthcare,Improper Disposal ,2,Regular Audits
2016,Capital One,Physical Breach,930761,1026533.132,High,Finance,Improper Disposal ,2,Regular Audits
2006,Community Health Systems,Ransomware,431080,1520671.897,Medium,Healthcare,Insider Threat,3,Two-factor Authentication
2007,Amazon,Ransomware,407184,2016740.749,High,Technology,Phishing Attack,4,Access Controls
2012,JPMorgan Chase,Password Guessing,436537,2541281.224,Medium,Finance,Weak Password Management,5,Regular Audits
2006,Home Depot,DDoS Attack,783937,1460536.87,High,Retail,Insider Threat,3,Regular Security Training
2010,Kroger,Ransomware,755060,2014628.13,High,Retail,Phishing Attack,4,Regular Audits
2000,Kindred Healthcare,Phishing,155970,1525437.179,Medium,Healthcare,Insider Threat,3,Two-factor Authentication
2006,IBM,Malware,67763,2529464.588,Critical,Technology,Weak Password Management,5,Regular Audits
2017,Treasury Department,Password Guessing,429081,899362.4989,High,Government,Improper Disposal ,2,Access Controls
2005,Wells Fargo,Malware,123929,987177.6451,High,Finance,Improper Disposal ,2,Access Controls
2014,Best Buy,Ransomware,233561,920573.5252,Medium,Retail,Improper Disposal ,2,Data Encryption
2015,American Express,Physical Breach,518483,1558008.363,Critical,Finance,Insider Threat,3,Access Controls
2017,Citigroup,Physical Breach,103461,2488046.907,Critical,Finance,Weak Password Management,5,Regular Security Training
2003,Walgreens,Physical Breach,825671,2048424.238,High,Retail,Phishing Attack,4,Regular Audits
2006,Citigroup,DDoS Attack,709633,2544375.929,Medium,Finance,Weak Password Management,5,Regular Audits
2011,Walgreens,Password Guessing,163096,1456655.847,Critical,Retail,Insider Threat,3,Data Encryption
2004,FBI,DDoS Attack,284557,525845.3925,High,Government,Unintentional Info Leak ,1,Access Controls
2003,PNC Financial,Physical Breach,28854,1541030.408,Medium,Finance,Insider Threat,3,Regular Audits
2023,Treasury Department,Physical Breach,673307,2055697.87,High,Government,Phishing Attack,4,Regular Audits
2001,Treasury Department,DDoS Attack,919360,450826.7388,Low,Government,Unintentional Info Leak ,1,Data Encryption
2001,Johns Hopkins,Physical Breach,282567,990349.2147,High,Healthcare,Improper Disposal ,2,Two-factor Authentication
2016,NASA,Phishing,929541,2044894.627,High,Government,Phishing Attack,4,Data Encryption
2021,Kaiser Permanente,Insider Threat,504374,1068091.676,Medium,Healthcare,Improper Disposal ,2,Regular Audits
2014,DOE,DDoS Attack,43162,2511698.34,Medium,Government,Weak Password Management,5,Data Encryption
2007,Microsoft,DDoS Attack,31178,1550687.985,Critical,Technology,Insider Threat,3,Data Encryption
2001,Bank of America,Malware,517996,543467.2079,High,Finance,Unintentional Info Leak ,1,Access Controls
2023,Google,DDoS Attack,101631,1978839.286,Low,Technology,Phishing Attack,4,Regular Security Training
2013,UPMC,Phishing,821721,1452340.064,Medium,Healthcare,Insider Threat,3,Regular Audits
2024,USPS,Malware,585644,2587583.407,Medium,Government,Weak Password Management,5,Access Controls
2007,Treasury Department,Password Guessing,300654,1423207.094,Medium,Government,Insider Threat,3,Two-factor Authentication
2012,HP,Password Guessing,214408,1530159.596,Critical,Technology,Insider Threat,3,Data Encryption
2001,Walgreens,Password Guessing,912156,476938.2341,Critical,Retail,Unintentional Info Leak ,1,Regular Security Training
2024,Treasury Department,DDoS Attack,139261,1960434.622,Medium,Government,Phishing Attack,4,Regular Audits
2018,Kroger,Physical Breach,340553,1511510.964,High,Retail,Insider Threat,3,Regular Security Training
2012,US Bancorp,Ransomware,854998,520773.4169,High,Finance,Unintentional Info Leak ,1,Regular Audits
2002,DOD,Malware,704535,517765.8679,Low,Government,Unintentional Info Leak ,1,Two-factor Authentication
2010,Johns Hopkins,Insider Threat,966565,2018606.813,Medium,Healthcare,Phishing Attack,4,Regular Security Training
2008,HP,Password Guessing,860755,1470375.951,Medium,Technology,Insider Threat,3,Access Controls
2012,US Bancorp,Ransomware,859800,1464978.086,Medium,Finance,Insider Threat,3,Regular Audits
2010,DOD,Password Guessing,510357,423360.9873,High,Government,Unintentional Info Leak ,1,Regular Audits
2023,Community Health Systems,Password Guessing,121148,976193.4677,High,Healthcare,Improper Disposal ,2,Access Controls
2018,DOD,Phishing,337732,394697.5359,Low,Government,Unintentional Info Leak ,1,Data Encryption
2012,Lowe's,Ransomware,425728,1434997.238,Medium,Retail,Insider Threat,3,Regular Audits
2015,Kroger,Insider Threat,644796,2489934.678,Medium,Retail,Weak Password Management,5,Data Encryption
2019,EPA,Password Guessing,485209,525106.7482,Low,Government,Unintentional Info Leak ,1,Data Encryption
2017,Kaiser Permanente,Phishing,695367,2570694.959,Medium,Healthcare,Weak Password Management,5,Regular Audits
2002,Microsoft,Phishing,681687,967494.8027,Low,Technology,Improper Disposal ,2,Access Controls
2010,HHS,Ransomware,899046,1596023.735,Critical,Government,Insider Threat,3,Regular Security Training
2013,Goldman Sachs,Phishing,766031,1568202.594,High,Finance,Insider Threat,3,Data Encryption
2021,Johns Hopkins,Malware,672777,1475608.762,Medium,Healthcare,Insider Threat,3,Access Controls
2024,Target,Insider Threat,196516,1483820.545,Medium,Retail,Insider Threat,3,Regular Audits
2013,Walgreens,Insider Threat,994738,1962983.593,Critical,Retail,Phishing Attack,4,Data Encryption
2007,Kroger,Physical Breach,994223,1451904.472,Medium,Retail,Insider Threat,3,Data Encryption
2015,Treasury Department,Phishing,974244,1069938.959,High,Government,Improper Disposal ,2,Access Controls
2014,HUD,Insider Threat,412855,2459862.878,High,Government,Weak Password Management,5,Regular Security Training
2014,Microsoft,DDoS Attack,216353,972639.1209,Critical,Technology,Improper Disposal ,2,Regular Security Training
2023,Lowe's,Ransomware,726880,1516871.534,Medium,Retail,Insider Threat,3,Access Controls
2007,Oracle,Malware,105139,2454609.755,High,Technology,Weak Password Management,5,Access Controls
2017,Wells Fargo,Insider Threat,810285,1588000.476,Critical,Finance,Insider Threat,3,Data Encryption
2001,Google,Password Guessing,758403,1541185.268,Low,Technology,Insider Threat,3,Access Controls
2001,Citigroup,DDoS Attack,666617,2009675.696,High,Finance,Phishing Attack,4,Regular Security Training
2015,Lowe's,Physical Breach,909119,1553677.071,High,Retail,Insider Threat,3,Access Controls
2023,Capital One,Malware,684421,2569584.421,Critical,Finance,Weak Password Management,5,Access Controls
2005,Walmart,Ransomware,81609,1037195.714,Critical,Retail,Improper Disposal ,2,Data Encryption
2012,Walgreens,Insider Threat,107010,2472795.922,High,Retail,Weak Password Management,5,Regular Audits
2007,Kroger,Physical Breach,53575,1963317.576,Medium,Retail,Phishing Attack,4,Data Encryption
2008,Kroger,Password Guessing,809969,2446136.697,Medium,Retail,Weak Password Management,5,Regular Security Training
2013,EPA,Physical Breach,575759,415378.5392,Medium,Government,Unintentional Info Leak ,1,Two-factor Authentication
2010,Johns Hopkins,Ransomware,48021,2465678.309,High,Healthcare,Weak Password Management,5,Access Controls
2001,IBM,Ransomware,131528,1542609.312,Critical,Technology,Insider Threat,3,Regular Security Training
2015,Microsoft,Malware,848557,1454392.584,Critical,Technology,Insider Threat,3,Two-factor Authentication
2000,Walgreens,Insider Threat,788692,2449879.969,High,Retail,Weak Password Management,5,Data Encryption
2019,IBM,Physical Breach,28510,428831.2023,Critical,Technology,Unintentional Info Leak ,1,Regular Security Training
2001,JPMorgan Chase,Physical Breach,658856,978085.4771,Medium,Finance,Improper Disposal ,2,Regular Security Training
2003,Best Buy,Ransomware,664112,2497050.483,Critical,Retail,Weak Password Management,5,Regular Security Training
2022,Best Buy,DDoS Attack,339251,1087702.794,High,Retail,Improper Disposal ,2,Data Encryption
2015,Ascension,Phishing,458830,1491344.045,High,Healthcare,Insider Threat,3,Two-factor Authentication
2024,Target,DDoS Attack,938308,955206.7236,Medium,Retail,Improper Disposal ,2,Two-factor Authentication
2013,Google,Password Guessing,946009,558985.5618,Medium,Technology,Unintentional Info Leak ,1,Access Controls
2006,Kaiser Permanente,Password Guessing,981730,2417710.556,High,Healthcare,Weak Password Management,5,Data Encryption
2022,American Express,Phishing,317891,2029745.22,High,Finance,Phishing Attack,4,Access Controls
2012,HCA Healthcare,Ransomware,491044,932794.0284,Critical,Healthcare,Improper Disposal ,2,Regular Security Training
2022,Kindred Healthcare,Phishing,938537,1978659.443,Critical,Healthcare,Phishing Attack,4,Data Encryption
2001,Lowe's,Phishing,160429,2568121.479,Medium,Retail,Weak Password Management,5,Two-factor Authentication
2022,Kroger,Password Guessing,198457,1874450.451,Critical,Retail,Phishing Attack,4,Data Encryption
2015,Johns Hopkins,Malware,411598,1108283.758,High,Healthcare,Improper Disposal ,2,Regular Audits
2012,DOD,Phishing,242764,1011817.066,High,Government,Improper Disposal ,2,Access Controls
2013,American Express,Ransomware,259001,947208.8356,High,Finance,Improper Disposal ,2,Two-factor Authentication
2007,Goldman Sachs,Insider Threat,969527,2569370.536,Medium,Finance,Weak Password Management,5,Access Controls
2014,Tenet Healthcare,Insider Threat,674829,1973751.897,Low,Healthcare,Phishing Attack,4,Access Controls
2006,Apple,Password Guessing,777871,2540652.51,Critical,Technology,Weak Password Management,5,Access Controls
2014,Cisco,Phishing,67573,2468784.62,Medium,Technology,Weak Password Management,5,Data Encryption
2015,CIA,Insider Threat,509862,482409.3375,Medium,Government,Unintentional Info Leak ,1,Regular Security Training
2007,DOE,Phishing,499664,516152.8058,Critical,Government,Unintentional Info Leak ,1,Two-factor Authentication
2013,Citigroup,Password Guessing,171428,2068136.656,Low,Finance,Phishing Attack,4,Two-factor Authentication
2023,Facebook,Phishing,611703,1519183.317,High,Technology,Insider Threat,3,Two-factor Authentication
2016,Morgan Stanley,Physical Breach,222557,2004977.598,High,Finance,Phishing Attack,4,Regular Security Training
2007,Home Depot,Insider Threat,554655,986940.3786,High,Retail,Improper Disposal ,2,Regular Security Training
2021,Costco,Password Guessing,733788,1495121.097,High,Retail,Insider Threat,3,Regular Security Training
2013,Walmart,Malware,25841,2464991.743,Medium,Retail,Weak Password Management,5,Regular Audits
2023,Bank of America,Physical Breach,733556,1038123.863,Critical,Finance,Improper Disposal ,2,Data Encryption
2022,JPMorgan Chase,Ransomware,513656,1535540.629,High,Finance,Insider Threat,3,Two-factor Authentication
2011,UPMC,Malware,609725,2551051.571,Critical,Healthcare,Weak Password Management,5,Data Encryption
2019,DOE,Malware,962541,981882.0766,Critical,Government,Improper Disposal ,2,Access Controls
2015,Ascension,Phishing,258893,474569.8033,Low,Healthcare,Unintentional Info Leak ,1,Two-factor Authentication
2003,Morgan Stanley,Insider Threat,461961,1477547.616,Low,Finance,Insider Threat,3,Data Encryption
2004,Amazon,Insider Threat,564953,1521497.061,Low,Technology,Insider Threat,3,Regular Security Training
2019,EPA,Password Guessing,393843,2033980.763,Medium,Government,Phishing Attack,4,Regular Audits
2023,CVS,Malware,622400,2497369.606,Critical,Retail,Weak Password Management,5,Two-factor Authentication
2005,Costco,Password Guessing,178849,934294.3999,High,Retail,Improper Disposal ,2,Data Encryption
2009,Intel,Password Guessing,661351,2467440.122,High,Technology,Weak Password Management,5,Regular Audits
2010,JPMorgan Chase,DDoS Attack,75324,1969438.807,Medium,Finance,Phishing Attack,4,Regular Security Training
2018,Goldman Sachs,Insider Threat,33545,1063267.081,High,Finance,Improper Disposal ,2,Access Controls
2020,Home Depot,Phishing,183781,1546089.773,High,Retail,Insider Threat,3,Regular Security Training
2014,American Express,DDoS Attack,209679,1938148.187,Medium,Finance,Phishing Attack,4,Two-factor Authentication
2003,USPS,Password Guessing,89464,2498601.547,High,Government,Weak Password Management,5,Regular Audits
2015,DOE,Phishing,826782,488015.8392,High,Government,Unintentional Info Leak ,1,Access Controls
2017,Kaiser Permanente,DDoS Attack,20149,1088352.585,Low,Healthcare,Improper Disposal ,2,Data Encryption
2018,Kaiser Permanente,Malware,659858,1454122.786,Low,Healthcare,Insider Threat,3,Regular Security Training
2010,PNC Financial,Malware,731567,1010141.214,Medium,Finance,Improper Disposal ,2,Two-factor Authentication
2010,Target,Ransomware,93626,2037725.608,High,Retail,Phishing Attack,4,Data Encryption
2017,Home Depot,DDoS Attack,27557,466411.3035,Critical,Retail,Unintentional Info Leak ,1,Regular Security Training
2005,Ascension,Ransomware,997983,2010107.264,Medium,Healthcare,Phishing Attack,4,Regular Security Training
